"Reservoir","Site","DateTime","CastID","Depth_m","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","TotalConc_ugL","YellowSubstances_ugL","Temp_C","Transmission_perc","RFU_370nm","RFU_470nm","RFU_525nm","RFU_570nm","RFU_590nm","RFU_610nm","Flag_GreenAlgae_ugL","Flag_Bluegreens_ugL","Flag_BrownAlgae_ugL","Flag_MixedAlgae_ugL","Flag_YellowSubstances_ugL","Flag_TotalConc_ugL","Flag_Temp_C","Flag_Transmission_perc","Flag_RFU_525nm","Flag_RFU_570nm","Flag_RFU_610nm","Flag_RFU_370nm","Flag_RFU_590nm","Flag_RFU_470nm"
"FCR",40,2024-06-24 18:16:41,1172,2.6,9.01,0.33,0.32,0.68,10.33,0.38,19.93,89.49,29.99,36.24,9.43,2.79,14.57,12.54,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:16:44,1172,2.65,10.84,0.42,0.17,0.67,12.1,0.29,19.96,89.15,32.72,41.04,9.96,3.04,16.07,14.23,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:16:47,1172,2.7,11.17,0.36,0.16,0.7,12.4,0.26,19.66,89.19,33.1,41.98,10.13,2.9,16.33,14.29,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:16:49,1172,2.78,13.58,0.77,0.76,0.47,15.58,0.21,18.98,89,39.26,51.12,12.19,3.89,19.05,17.97,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:16:52,1172,2.83,16.19,0.8,0.99,0.52,18.49,0.03,18.48,88.82,43.66,59.58,13.9,4.35,21.51,20.51,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:16:55,1172,2.9,12.9,0.03,0.07,1.11,14.11,0.08,18.26,89.21,35.11,47.51,11.45,3.62,17.72,15.4,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:16:58,1172,2.96,12.42,0.46,0.54,0.72,14.14,0.14,18.46,89,35.34,46.81,11.46,3.54,17.85,16.12,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:00,1172,3.01,9.74,0.16,0,1.05,10.95,0.22,18.42,89.44,29.42,37.6,9.69,3.96,15.06,13.31,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:03,1172,3.06,6.94,0.15,0.25,0.8,8.13,0.29,18.21,89.43,23.81,28.93,8.17,2.37,12.67,10.26,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:06,1172,3.14,5.85,0.4,0.57,0.5,7.31,0.37,17.74,89.36,22.59,26.08,7.69,2.21,11.87,9.92,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:09,1172,3.2,5.59,0.38,0.66,0.61,7.24,0.38,17.23,89.5,22.56,26.06,8.06,2.47,12.05,10.04,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:12,1172,3.28,4.56,0.47,0.88,0.41,6.32,0.37,16.79,89.04,20.11,22.74,7.42,2.31,10.97,9.29,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:14,1172,3.3,4.55,0.46,0.94,0.61,6.56,0.35,16.58,88.6,20.53,23.62,8.09,2.61,11.68,9.76,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:17,1172,3.38,4.31,0.51,0.84,0.64,6.31,0.33,16.66,88.48,19.44,22.37,7.82,2.47,11.75,9.66,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:20,1172,3.42,3.9,0.57,1.1,0.57,6.15,0.34,16.57,88.32,19.22,21.93,8.02,2.56,11.57,9.64,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:23,1172,3.5,4.34,0.46,0.84,0.63,6.27,0.32,15.79,88.69,19.37,22.37,7.76,2.45,11.54,9.47,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:25,1172,3.53,4.54,0.59,1,0.62,6.75,0.31,15.99,88.4,20.21,23.6,8.23,2.86,12.1,10.31,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:28,1172,3.54,4.6,0.46,0.71,1.49,7.27,0.27,15.87,88,21.07,25.66,10.06,3.63,14.67,11.55,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:31,1172,3.62,4.45,0.66,0.99,1.2,7.3,0.28,15.68,87.93,21.05,25.3,9.88,3.56,14.42,11.79,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:34,1172,3.63,4.44,0.79,1.12,1.36,7.7,0.26,15.65,87.86,21.5,26.26,10.63,4.06,15.4,12.74,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:37,1172,3.7,4.34,0.92,1.31,1.36,7.93,0.18,15.77,87.18,20.79,26.19,10.93,4.01,16.01,13.23,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:39,1172,3.76,4.45,0.94,1.15,1.34,7.88,0.24,16.04,87.1,21.43,26.27,10.72,4.15,15.87,13.28,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:42,1172,3.8,4.39,0.93,1.15,1.18,7.63,0.21,16.11,87.25,20.43,25.18,10.12,3.81,15.22,12.76,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:45,1172,3.82,4.41,0.82,0.97,1.12,7.32,0.22,16.12,87.16,19.92,24.36,9.54,3.56,14.55,12.11,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:47,1172,3.9,4.29,0.61,0.65,1.15,6.69,0.23,15.95,86.93,18.85,22.78,8.73,3.2,13.58,10.95,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:51,1172,4,3.91,0.85,0.86,0.7,6.32,0.2,15.15,86.42,17.21,20.55,7.76,2.86,12.62,10.7,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:53,1172,4.05,3.91,0.88,0.99,0.66,6.44,0.22,14.64,86.39,17.78,21.08,8,2.81,12.75,10.82,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:56,1172,4.12,3.66,0.99,0.85,0.83,6.33,0.19,14.84,84.97,16.89,20.16,8.07,3.11,13.34,11.28,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:17:59,1172,4.17,3.74,0.99,0.92,0.78,6.44,0.17,14.75,84.96,16.94,20.42,8.1,2.95,13.37,11.27,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:01,1172,4.21,3.34,1.23,1.03,0.68,6.27,0.12,14.5,83.93,15.51,18.83,7.82,3.29,13.33,11.73,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:04,1172,4.24,3.5,1.14,0.86,0.71,6.2,0.15,14.17,83.48,15.88,18.98,7.66,2.99,13.27,11.39,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:07,1172,4.25,3.25,1.08,0.57,0.98,5.88,0.16,14.15,82.59,15.33,18.11,7.67,3.34,13.47,11.36,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:10,1172,4.28,2.93,1.28,1.13,0.67,6.02,0.13,14.26,82.03,14.89,17.93,7.86,3.14,13.37,11.61,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:12,1172,4.36,2.19,1.08,0.8,0.86,4.93,0.18,13.58,81.39,13.38,15.21,7.26,3.07,12.46,10.4,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:15,1172,4.41,2.43,1.24,0.91,0.69,5.26,0.16,13.22,81.79,13.64,15.68,7.2,3.01,12.68,10.88,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:18,1172,4.5,1.84,1.2,0.93,0.56,4.53,0.22,12.98,82.01,12.68,13.69,6.61,2.86,11.59,10.02,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:21,1172,4.56,1.96,1.13,0.63,0.62,4.34,0.23,12.57,82.11,12.52,13.21,6.22,2.61,11.5,9.67,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:23,1172,4.62,1.78,1.07,0.53,0.71,4.09,0.25,12.13,82.23,12.32,12.68,6.16,2.72,11.36,9.47,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:26,1172,4.67,1.65,1.02,0.59,0.55,3.81,0.26,11.94,81.97,11.79,11.91,5.72,2.47,10.58,8.87,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:29,1172,4.75,1.75,1.14,0.72,0.57,4.17,0.24,11.93,81.8,12.21,12.7,6.14,2.61,11.23,9.51,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:32,1172,4.81,1.83,0.92,0.33,0.84,3.92,0.24,12.27,81.63,11.99,12.44,6.02,2.65,11.2,9.05,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:34,1172,4.88,1.61,1.16,0.76,0.42,3.94,0.25,12.35,81.31,11.8,11.91,5.74,2.48,10.66,9.18,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:37,1172,5,1.33,0.96,0.33,0.26,2.89,0.29,12.54,80.05,10.07,8.94,4.18,1.78,8.92,7.44,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:39,1172,5.11,1.1,1.01,0.32,0,2.43,0.3,11.98,78.83,9.07,7.21,3.31,1.44,7.91,6.86,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:42,1172,5.23,1.2,1.01,0.23,0,2.44,0.29,11.71,78.49,8.94,7.1,3.16,1.52,7.69,7.02,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:45,1172,5.32,1.09,0.94,0.18,0,2.21,0.31,11.55,78.4,8.74,6.64,2.98,1.28,7.5,6.49,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:48,1172,5.44,1.04,0.94,0.14,0,2.12,0.31,11.7,78.45,8.56,6.33,2.87,1.31,7.36,6.48,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:50,1172,5.52,1.01,0.95,0.17,0,2.14,0.33,11.64,78.59,8.86,6.52,2.97,1.42,7.44,6.49,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:53,1172,5.62,0.94,0.93,0.17,0,2.04,0.33,11.62,78.49,8.6,6.24,2.9,1.38,7.28,6.37,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:56,1172,5.69,0.96,0.94,0.17,0,2.07,0.32,11.64,78.53,8.61,6.28,2.91,1.38,7.33,6.44,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:18:59,1172,5.77,1.03,0.94,0.15,0,2.12,0.33,11.75,78.62,8.85,6.49,2.94,1.24,7.37,6.48,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:19:02,1172,5.9,1,0.93,0.23,0,2.16,0.32,11.69,78.71,8.78,6.62,3.05,1.36,7.42,6.47,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:19:04,1172,5.98,1.05,0.93,0.15,0,2.13,0.33,11.54,78.67,8.86,6.53,2.94,1.27,7.33,6.51,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:19:07,1172,6.08,1.13,0.91,0.09,0,2.13,0.32,11.49,78.87,8.74,6.48,2.8,1.31,7.31,6.35,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:19:10,1172,6.15,1.07,0.88,0.08,0,2.03,0.34,11.64,79.42,8.87,6.4,2.78,1.22,7.14,6.22,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:19:13,1172,6.26,1.06,0.94,0.11,0,2.11,0.33,11.7,79.05,8.81,6.43,2.85,1.36,7.37,6.42,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-06-24 18:19:16,1172,6.33,1.23,1.29,0.1,0,2.62,0.28,11.69,78.79,8.75,6.68,3.1,1.54,8.28,8.13,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:33:47,1173,0.22,5.09,43.97,0,0,49.07,0.77,28.17,74.68,60.97,33.48,29.29,27.23,151.96,170.11,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:33:50,1173,0.27,5.31,44.03,0,0,49.34,0.77,28.37,74.8,61.32,34.16,30.49,27.17,153.03,169.71,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:33:53,1173,0.3,5.59,44.13,0,0,49.71,0.71,28.3,74.88,61.28,34.69,29.84,27.07,153.4,170.51,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:33:55,1173,0.33,5.74,44.05,0,0,49.79,0.65,28.23,75.18,60.76,34.78,30.3,27.1,153.44,170.05,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:33:58,1173,0.39,5.41,43.7,0,0,49.11,0.8,28.29,75.31,61.64,34.58,30.94,25.99,151.4,169.26,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:01,1173,0.45,5.48,44.44,0,0,49.91,0.72,28.31,75.37,61.51,34.55,30.11,27.27,155.07,170.88,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:04,1173,0.5,5.59,44.01,0,0,49.6,0.71,28.34,75.23,61.22,34.7,30.26,27.35,152.58,170.35,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:07,1173,0.58,5.77,44.21,0,0,49.99,0.63,28.27,75.2,60.62,34.74,30.71,26.95,153.29,171.32,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:09,1173,0.63,5.26,44.1,0,0,49.36,0.75,28.34,75.33,61.02,33.88,30.5,27.24,152.68,170.41,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:12,1173,0.68,5.74,44.33,0,0,50.07,0.74,28.34,75.49,62.28,35.48,30.74,26.78,154.02,171.59,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:15,1173,0.72,6.44,44.28,0,0,50.72,0.68,28.23,75.2,62.91,37.33,31.2,27.54,155.16,171.06,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:18,1173,0.76,7.09,44.48,0,0,51.57,0.67,28.23,75.69,64.45,39.45,32.54,27.75,155.54,172.95,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:20,1173,0.8,6.9,44.9,0,0,51.8,0.75,28.16,76.26,65.34,39.44,32.85,28.44,157.11,174.01,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:23,1173,0.82,7.57,46.3,0,0,53.87,0.78,28.13,75.53,68.5,42.23,34.24,29.64,162.68,179.31,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:26,1173,0.87,8.45,48.23,0,0,56.67,0.79,28.19,75.51,72.35,45.72,36.67,31.32,169.57,187.16,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:29,1173,0.9,8.9,47.95,0,0,56.86,0.76,28.08,75.31,72.67,46.9,36.9,31.52,168.97,186.48,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:31,1173,0.93,9.38,48.83,0,0,58.21,0.85,27.95,74.83,75.76,49.32,38.52,31.88,172.43,190.02,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:34,1173,0.98,9.51,49.61,0,0,59.12,0.91,27.86,74.37,77.51,50.35,39.13,32.88,175.04,193.04,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:37,1173,1.01,9.68,50.53,0,0,60.21,0.88,27.52,74.91,78.26,50.95,39.96,33.37,178.12,196.6,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:39,1173,1.02,9.54,51.41,0,0,60.95,0.91,27.38,75.07,79.21,50.96,40.1,33.72,180.94,199.85,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:42,1173,1.04,10.51,56.75,0,0,67.26,0.95,27.42,73.75,86.55,55.77,43.66,37.11,198.55,221.15,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:45,1173,1.1,11.07,58,0,0,69.07,0.97,27.27,74.1,89.01,58.04,45.81,37.91,204.13,225.17,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:48,1173,1.16,11.37,59.07,0,0,70.44,1,27.21,73.66,91.1,59.55,46.34,39.2,208,229.27,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:50,1173,1.18,12.58,61.13,0,0,73.71,1.02,27.2,74.1,95.96,64.17,48.9,40.51,214.8,238.75,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:53,1173,1.2,12.3,59.13,0,0,71.43,0.98,27.21,74.61,93.07,62.49,47.44,39.1,208.45,230.66,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:56,1173,1.28,12.6,58.15,0,0,70.76,0.95,27.11,74.59,92.51,63.02,47,38.49,205.76,227.01,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:34:59,1173,1.31,16.74,52.9,0,0,69.64,0.87,27.03,77.25,96.6,74.73,46.35,36.07,192.89,209.83,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:01,1173,1.32,23.53,42.2,0,0,65.73,0.5,27.14,80.63,98.53,91.74,42.51,30.36,162.26,176.42,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:04,1173,1.35,22.11,44.42,0,0,66.53,0.55,26.42,79.88,97.7,87.97,43.52,31.91,168.07,183.67,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:07,1173,1.37,19.77,46.83,0,0,66.59,0.56,25.56,78.05,94.35,80.96,43.37,32.66,174.75,190.17,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:10,1173,1.43,21.51,44.54,0,0,66.04,0.58,25.34,79.41,96.92,86.24,42.84,31.34,167.45,184.3,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:12,1173,1.45,23.14,42.24,0,0,65.37,0.5,25.14,79.66,97.65,90.49,42.15,30.5,162.6,175.7,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:15,1173,1.46,29.24,37.07,0,0,66.31,0.26,24.68,79.92,104.3,107.58,42.55,28.56,150.28,161.49,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:18,1173,1.5,40.76,23.03,0.02,1.19,65,0,24.86,82.53,117.6,145.73,42.37,22.59,117.57,122.27,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:20,1173,1.52,43.06,21.03,0.85,0.73,65.68,0,25,83.67,120.58,155.6,42.27,21.56,111.62,117.29,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:23,1173,1.56,45.1,18.7,0.15,1.64,65.59,0,24.93,83.92,123.81,162.43,42.96,20.8,108.2,111.86,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:26,1173,1.59,41.64,22.6,1.76,0,66,0,24.93,83.16,118.65,152.38,42.28,21.82,113.73,121.24,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:29,1173,1.61,43.67,19.88,1.35,0.91,65.81,0,24.99,83.7,121.9,160.54,43.2,21.63,109.16,114.85,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:32,1173,1.65,45.5,15.76,0,2.46,63.72,0,24.92,84.33,122.58,166.55,42.71,20.12,101.68,103.49,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:34,1173,1.69,46.23,15.3,0.95,1.88,64.35,0,24.68,84.29,124.19,170.82,43.19,19.58,99.12,102.47,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:37,1173,1.71,48.28,14.44,1.12,1.61,65.45,0,24.43,84.39,127.15,177.67,43.08,19.04,96.99,100.91,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:40,1173,1.75,50.69,11.99,1.08,1.87,65.63,0,24.42,84.61,130.51,186.4,43.21,18.44,91.35,95.01,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-06-24 18:35:43,1173,1.78,50.98,9.91,1.93,1.56,64.38,0,23.92,84.79,129.86,189.68,42.61,16.95,84.27,88.07,3,3,3,3,3,3,0,3,3,3,3,3,3,3
