"Reservoir","Site","DateTime","CastID","Depth_m","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","TotalConc_ugL","YellowSubstances_ugL","Temp_C","Transmission_perc","RFU_370nm","RFU_470nm","RFU_525nm","RFU_570nm","RFU_590nm","RFU_610nm","Flag_GreenAlgae_ugL","Flag_Bluegreens_ugL","Flag_BrownAlgae_ugL","Flag_MixedAlgae_ugL","Flag_YellowSubstances_ugL","Flag_TotalConc_ugL","Flag_Temp_C","Flag_Transmission_perc","Flag_RFU_525nm","Flag_RFU_570nm","Flag_RFU_610nm","Flag_RFU_370nm","Flag_RFU_590nm","Flag_RFU_470nm"
"BVR",50,2024-07-08 14:35:00,1180,3.97,9.24,13.74,0.24,3.2,26.41,0.62,13.94,84.69,50.92,51.43,26.49,16.15,68.53,67.26,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:03,1180,3.98,9.39,13.44,0.12,3.18,26.12,0.68,14.35,84.55,51.51,51.71,26.2,15.65,67.64,66.08,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:05,1180,3.95,9.38,13.07,0.55,3.09,26.09,0.63,14.88,84.67,51.34,52.63,26.5,15.51,66.43,64.96,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:08,1180,3.98,9.54,13.42,0,3.62,26.57,0.64,14.93,84.58,52.04,53.1,26.98,16.55,69.21,66.88,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:11,1180,4.04,9.33,12.97,0,3.47,25.76,0.68,14.6,84.71,51.41,52.03,26.32,15.66,67.11,64.74,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:14,1180,4.13,9.96,13.7,0,3.13,26.79,0.84,14.63,84.28,54.83,54.08,26.6,16.26,68.55,67.5,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:17,1180,4.25,10.35,13.86,0.46,2.6,27.27,0.97,14.1,83.88,57.56,56.14,26.66,15.69,68.16,67.62,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:19,1180,4.36,11.23,14.16,0.64,2.44,28.46,1.01,13.19,83.65,60.48,59.48,27.31,16.19,69.25,69.33,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:22,1180,4.45,13.38,14.54,0,2.58,30.5,1.41,13.23,82.8,70.29,67.49,28.57,16.04,73.07,71.96,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:25,1180,4.53,13.8,16.2,1.16,1.55,32.71,1.43,13.21,82.19,73.32,70.16,29.58,16.89,75.83,77.46,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:28,1180,4.55,14.65,15.31,0.09,2.56,32.61,1.7,12.83,81.58,78.12,74.18,30.71,17.17,76.42,76.28,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:30,1180,4.56,14.87,16.01,1.14,1.36,33.38,1.81,12.73,81.66,80.33,75.38,30.23,16.69,75.6,77.36,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:33,1180,4.57,15.18,14.22,0,2.58,31.98,1.94,13.13,81.24,81.55,77.02,30.03,16.17,74.46,71.97,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:36,1180,4.58,15.57,16.67,0.49,1.48,34.21,1.84,13.66,81.49,81.71,76,30.11,17.31,78.11,80.07,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:38,1180,4.59,15.47,17.58,1.16,1.12,35.33,1.83,13.94,81.26,82.8,77.08,30.97,18.18,80.14,83.24,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:41,1180,4.61,15.65,16.05,0.09,2.2,33.99,1.83,14.29,81.31,81.91,77.15,30.99,17.31,78.52,79.01,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:44,1180,4.63,16.01,15.22,0,2.36,33.6,1.98,14.66,81.04,84.37,79.44,31.03,17.06,76.86,76.47,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:47,1180,4.63,16.15,15.75,0,2.34,34.23,2.03,14.5,81.03,85.75,80.27,31.35,17.37,78.92,78.25,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:49,1180,4.72,15.93,14.4,0.6,1.49,32.41,1.95,14.22,81.02,82.44,77.81,29.25,15.71,71.07,72.25,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:52,1180,4.81,17.06,14.08,0.66,1.11,32.91,2.29,13.36,80.35,88.82,82.64,29.41,15.18,69.84,71.36,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:55,1180,4.91,16.93,14.34,0,1.75,33.02,2.43,12.45,80.29,90.51,83.02,30.15,15.91,72.62,72.91,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:35:58,1180,5,16.46,14.34,0.62,1.22,32.64,2.43,12.29,80.63,89.6,81.89,29.77,15.55,70.61,72.1,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:00,1180,5.06,16.26,14.15,0.6,1.13,32.13,2.4,12.3,80.69,88.32,80.55,29.14,15.27,69.44,71.01,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:03,1180,5.15,15.88,13.33,0.37,1.41,31,2.33,12.47,81.24,85.98,78.84,28.6,14.71,67.28,68.06,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:06,1180,5.25,14.64,13.77,0.64,1,30.04,2.29,12.35,81.58,82.47,74.03,27.47,14.36,66.51,67.88,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:09,1180,5.37,14.33,12.52,0.44,1.21,28.51,2.29,12.05,81.92,80.67,72.71,26.64,13.78,62.6,63.45,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:11,1180,5.48,14.39,12.98,0.56,1.13,29.06,2.21,12.12,82.09,80.2,72.62,26.81,14.24,63.81,65.12,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:14,1180,5.61,12.02,12.08,0.53,1.03,25.66,1.92,12.05,83.89,69.52,62.07,23.91,12.99,58.42,59.48,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:16,1180,5.65,11.36,11.33,0.18,1.24,24.11,1.84,11.84,84.68,65.87,58.55,22.73,12.32,55.83,56.25,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:19,1180,5.65,11.38,11.29,0,1.53,24.21,1.91,12.01,84.45,67.2,59.55,23.22,12.48,56.95,56.43,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:22,1180,5.67,10.82,11.26,0,1.57,23.65,1.86,12.09,84.29,65.27,57.47,22.92,12.46,56.42,55.98,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:25,1180,5.76,11.2,11.19,0.83,0.88,24.1,1.86,12.5,84.45,66.37,59.33,22.89,12.32,54.38,55.52,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:28,1180,5.87,10.61,10.87,0,1.55,23.03,1.81,12.1,84.91,63.7,56.27,22.35,11.96,55.03,54.22,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:30,1180,6.05,9.96,10.57,0,1.4,21.93,1.71,11.51,85.24,60.08,52.72,21.2,11.7,52.56,52.43,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:33,1180,6.13,9.59,10.76,0,1.43,21.78,1.67,11.46,85.54,58.97,51.45,20.97,11.41,53.47,52.46,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:36,1180,6.24,9.27,11.17,0.49,0.79,21.72,1.63,11.61,85.57,57.61,49.71,20.35,11.44,52.15,53.1,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:39,1180,6.3,9.38,10.72,0,1.28,21.39,1.63,11.69,85.43,57.43,49.86,20.41,11.3,52.37,52.02,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:42,1180,6.38,8.72,10.62,0,1.01,20.35,1.6,11.7,85.91,54.77,46.43,19.06,11.09,50.38,50.52,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:44,1180,6.55,8.12,10.4,0,1.04,19.56,1.56,11.39,85.53,52.66,44.23,18.62,10.64,49.34,49.2,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:47,1180,6.67,7.72,10.78,0.45,0.54,19.49,1.49,11.12,85.42,50.91,42.37,18.08,10.6,48.56,49.74,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:50,1180,6.86,6.52,9.27,0,0.87,16.65,1.39,10.97,85.54,45.12,36.8,16.01,9.35,43.64,43.22,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:53,1180,7.03,6.06,9.55,0.01,0.76,16.39,1.31,10.89,85.52,42.94,34.45,15.66,9.41,43.49,43.85,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:55,1180,7.18,5.66,9.51,0.04,0.77,15.98,1.2,10.96,84.81,40.48,32.45,15.24,9.37,42.99,43.37,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:36:58,1180,7.36,5.08,9.41,0,0.73,15.22,1.15,10.75,83.76,38.24,29.93,14.54,9.14,42.01,42.34,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:01,1180,7.5,4.93,9.28,0.07,0.73,15.01,1.11,10.65,82.99,37.4,29.41,14.46,8.94,41.52,41.77,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:04,1180,7.65,5.23,9.86,0,0.84,15.93,1.06,10.56,81.68,37.94,30.31,15.02,9.68,43.97,44.29,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:06,1180,7.67,5.25,9.37,0,0.91,15.54,1.06,10.53,81.43,37.84,30.56,14.95,9.41,42.62,42.75,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:09,1180,7.76,5.33,9.5,0,0.94,15.77,1.04,10.63,81.31,37.88,30.82,15.03,9.37,43.43,43.15,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:12,1180,7.93,5.41,9.88,0.24,0.79,16.32,1.07,10.49,80.62,38.99,31.74,15.58,9.78,44.15,44.72,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:14,1180,8.14,6.13,9.94,0,1.42,17.49,1.06,10.37,79.7,41.61,35.54,17.22,10.61,47.2,46.59,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:17,1180,8.4,6.4,10.13,0.15,1.34,18.01,1.04,10.24,78.97,42.22,36.57,17.63,11,47.53,47.7,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:20,1180,8.54,6.45,10.07,0,1.47,17.98,1.11,10.26,78.42,43.2,37.1,17.8,10.76,47.97,47.52,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:23,1180,8.74,6.64,10.54,0.29,0.98,18.44,1.15,10.25,78.07,44.15,37.44,17.53,10.71,48.1,48.65,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:25,1180,8.91,6.21,10.9,0.41,0.69,18.2,1.18,10.15,78.02,43.5,35.72,17.02,10.52,48.09,49.04,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:28,1180,9.15,6.57,11.04,0,0.84,18.44,1.21,10.11,77.66,44.15,36.05,16.9,10.64,49.09,49.73,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:31,1180,9.36,6.08,10.88,0,0.88,17.83,1.26,10.15,77.45,43.61,34.87,16.66,10.2,48.67,48.62,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:34,1180,9.53,6.35,11.6,0.17,0.46,18.57,1.27,10.03,77.25,44.41,35.11,16.58,10.43,49.64,50.89,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:36,1180,9.68,6.44,12.07,0.5,0,19.01,1.28,10.01,77.04,44.92,35.19,16.35,10.37,49.76,52.13,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:39,1180,9.81,6.12,12.19,0.6,0,18.91,1.29,9.97,76.88,44.59,34.61,16.47,10.46,50.18,52.25,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"BVR",50,2024-07-08 14:37:42,1180,9.95,6.56,12.63,0.18,0.16,19.53,1.36,9.91,76.65,46.38,35.62,16.74,10.72,52.29,54.13,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 16:59:56,1185,0.21,0,19.66,0,0,19.66,1.73,27.03,50.91,41.36,16.87,16.78,11.73,68.81,75.55,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 16:59:59,1185,0.22,0.78,20.04,0,0,20.82,1.57,26.96,50.32,41.43,18.62,15.18,12.85,69.53,78.67,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:01,1185,0.3,0.07,20.36,0,0,20.43,1.68,26.92,49.78,41.44,17.13,15.95,12.92,70.55,78.75,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:05,1185,0.41,0.79,20.51,0,0,21.3,1.57,26.87,49.81,41.74,18.78,16.41,13.28,71.31,80.01,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:07,1185,0.49,0.95,21.71,0,0,22.66,1.68,26.8,49.97,44.57,20.4,18.1,14.67,76.56,83.42,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:10,1185,0.54,0.77,22.5,0,0,23.27,1.78,26.72,50.39,46.02,20.62,19.61,14.9,78.25,86.92,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:13,1185,0.62,1.37,22.53,0,0,23.9,1.65,26.65,50.51,45.73,21.71,19.34,15.57,78.16,87.94,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:15,1185,0.72,2.07,25.36,0,0,27.43,1.69,26.45,51.38,50.19,25.02,22.96,17.65,88.53,98.36,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:18,1185,0.82,1.71,24.4,0.05,0,26.16,1.73,26.08,51.97,49.19,24.05,22.7,15.7,84.99,94.87,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:21,1185,0.89,2.13,24.27,0,0,26.39,1.7,25.89,52.33,49.52,24.97,21.96,16.54,84.97,94.48,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:24,1185,0.94,2.22,23.86,0,0,26.08,1.67,25.84,52.66,49,24.98,21.31,17.22,83.59,93.01,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:26,1185,1.01,2.38,22.57,0.16,0,25.11,1.63,25.85,53.49,48.11,25.52,21.69,15.31,79.88,88.38,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:29,1185,1.04,1.86,20.76,0,0,22.62,1.69,25.87,53.98,45.77,23.12,19.81,14.4,73.22,81.25,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:32,1185,1.09,0.99,18.57,0.31,0,19.86,1.75,25.72,54.22,43.52,21.39,18.58,13.42,66.19,72.18,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:35,1185,1.16,0.92,18.61,0,0,19.53,1.82,25.71,54.56,43.61,20.36,17.79,12.92,64.54,73.53,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:37,1185,1.22,1.16,17.81,0,0,18.97,1.71,25.65,55.54,42.03,20.13,16.93,11.39,61.11,71.78,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:40,1185,1.27,1.1,15.5,0,0,16.6,1.67,24.57,55.59,39.45,19.15,15.17,10.68,54.48,62.14,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:43,1185,1.31,0.99,15.12,0.15,0,16.25,1.66,24.42,55.96,39.01,19.22,15.71,10.96,54.08,59.84,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:46,1185,1.38,0,10.23,0,0,10.23,1.61,24.57,56.94,31.61,13.73,10.65,7.35,36.72,41.27,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:48,1185,1.4,0,7.27,0,0,7.27,1.47,24.4,58.55,27.2,12.01,8.03,5.45,26.69,30.59,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:51,1185,1.45,0.1,5.84,0,0,5.93,1.38,24.15,59.05,25,11.38,7.23,4.59,22.34,24.95,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:53,1185,1.55,0,2.4,0,0,2.4,1.17,23.75,60.27,19.17,7.84,5.13,2.67,11.44,11.31,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:56,1185,1.59,0,1.51,0,0,1.51,1.13,23.5,60.72,17.7,8.06,4.22,2.33,8.17,8.33,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:00:59,1185,1.63,0,1.65,0,0,1.65,1.22,23.41,60.68,19.26,8.16,4.97,2.31,9.66,7.93,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:01,1185,1.65,0,1.91,0,0,1.91,1.19,23.74,61.29,19.07,8.27,4.39,2.27,9.63,9.83,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:04,1185,1.69,0,1.83,0.09,0,1.92,1.12,23.96,61.56,18,8.25,5.13,2.24,9.32,9.56,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:07,1185,1.73,0,1.43,0.07,0.03,1.54,1.14,23.99,62.07,17.91,8.47,4.64,1.99,8.59,7.76,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:09,1185,1.81,0,1.41,0,0.23,1.64,1.12,23.84,61.97,17.97,8.76,4.96,2.46,9.21,7.99,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:13,1185,1.93,0,1.5,0.84,1.75,4.09,1.05,22.68,62.21,22.89,17.5,11.22,4.93,15.55,12.77,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:15,1185,1.97,0.51,1.68,0.81,3.46,6.46,1.09,22.37,62.54,28.84,26.15,16.37,7.49,22.88,17.68,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:18,1185,2.04,0,1.74,1.16,2.28,5.17,1.12,22.59,62.91,26.13,21.44,13.62,6.27,18.5,15.24,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:21,1185,2.11,0.38,1.19,0.37,2.6,4.55,1.06,22.28,62.82,24.55,20.36,12.44,5.7,17.66,13.39,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:23,1185,2.17,0,1.67,0.95,2.12,4.75,1.12,21.99,63.02,25.15,20.05,12.63,5.81,17.62,14.4,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:26,1185,2.24,0.43,1.57,0.32,1.92,4.24,1.1,22.01,63.31,23.66,18.03,10.63,5.47,16.21,13.35,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:29,1185,2.29,0.02,1.6,0.68,1.28,3.58,1.03,21.71,63.37,21.13,15.23,9.21,4.26,14.24,11.82,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:32,1185,2.35,0.24,1.66,1.06,0.8,3.76,0.91,21.37,63.64,19.78,14.8,8.5,3.83,13.14,11.43,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:35,1185,2.41,0.23,1.64,0.78,0.63,3.28,0.92,21.24,63.71,18.77,13.04,7.36,4.01,11.89,10.88,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:37,1185,2.47,0.37,0.98,0.23,0.68,2.25,0.85,21.31,63.91,16.35,10.85,5.85,2.59,9.83,7.87,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:40,1185,2.5,0.42,1.38,0.56,0.11,2.47,0.84,21.15,63.8,16.12,10.2,5.16,2.37,9.41,8.44,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:43,1185,2.55,0.29,1.36,0.78,0.09,2.52,0.83,21.13,63.77,16.1,10.48,5.45,2.48,9.32,8.44,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:46,1185,2.62,0.66,0.72,0.05,0.35,1.78,0.8,21.32,64.47,14.84,9.4,4.36,1.92,7.78,6.22,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:48,1185,2.68,0.17,1.08,0.65,0,1.9,0.84,20.58,64.49,15.19,9.23,4.66,2.34,7.63,7.15,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:51,1185,2.71,0.44,0.83,0.27,0.03,1.57,0.78,20.35,64.51,13.97,8.26,3.81,1.56,7.06,5.89,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:54,1185,2.76,0.48,0.64,0,0.24,1.35,0.76,19.88,64.58,13.46,7.9,3.65,1.78,6.88,5.45,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:56,1185,2.79,0.26,0.61,0.31,0,1.18,0.75,19.9,64.74,12.9,7.4,3.49,1.54,5.83,5.12,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:01:59,1185,2.81,0.48,0.6,0.06,0.13,1.27,0.73,19.62,64.3,12.94,7.55,3.42,1.62,6.37,5.18,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:01,1185,2.82,0.45,0.52,0,0.16,1.13,0.74,20.15,64.5,12.84,7.36,3.22,1.67,6.18,4.79,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:04,1185,2.84,0.58,0.62,0.12,0,1.32,0.71,20.25,64.75,12.68,7.44,3.18,1.5,6.08,5.09,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:07,1185,3.01,0.39,0.6,0.38,0,1.38,0.65,19.98,64.7,12.06,7.45,3.49,1.55,6.08,5.09,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:10,1185,3.18,0.35,0.61,0.41,0.02,1.4,0.63,17.68,64.78,11.84,7.42,3.55,1.84,6.03,5.23,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:12,1185,3.32,0.6,0.42,0.18,0,1.2,0.62,17.25,64.78,11.42,7.06,2.99,1.32,5.32,4.48,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:15,1185,3.42,0.82,0.45,0,0,1.26,0.6,17.01,64.78,11.21,6.9,2.62,1.51,5.4,4.56,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:18,1185,3.51,0.88,0.42,0,0,1.29,0.56,17.05,64.72,10.87,6.85,2.46,1.46,5.21,4.6,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:21,1185,3.6,0.86,0.37,0.09,0,1.32,0.56,16.86,64.37,10.97,7.12,2.79,1.5,4.87,4.69,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:23,1185,3.64,0.83,0.41,0.03,0,1.27,0.56,16.68,64.26,10.75,6.79,2.66,1.23,5.4,4.35,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:26,1185,3.72,0.79,0.33,0.17,0.01,1.31,0.57,16.85,64.24,11.21,7.37,2.94,1.4,5.26,4.27,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:29,1185,3.82,0.84,0.28,0.4,0,1.52,0.57,16.42,64.47,11.79,8.36,3.39,1.38,5.23,4.33,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:31,1185,3.94,1.37,0.27,0.08,0,1.73,0.64,16.09,64.99,13.15,9.29,3.15,1.33,5.37,4.49,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:34,1185,4.04,1.51,0.23,0.1,0,1.84,0.56,15.32,64.71,12.39,9.27,3.04,1.46,5.3,4.44,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:37,1185,4.11,1.72,0.16,0.03,0,1.9,0.54,15.12,64.73,12.34,9.49,2.91,1.33,5.12,4.28,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:40,1185,4.19,1.57,0.23,0.1,0,1.9,0.51,15.26,64.69,11.92,9.13,3,1.33,5.2,4.6,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:42,1185,4.26,1.32,0.31,0.21,0,1.85,0.52,15.05,64.28,11.75,8.83,3.16,1.4,5.5,4.7,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:45,1185,4.33,1.31,0.37,0.02,0,1.7,0.48,14.34,62.36,10.82,7.8,2.75,1.21,5.39,4.8,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:48,1185,4.45,1.34,0.37,0.01,0,1.72,0.38,13.71,59.5,9.45,7.14,2.53,1.09,5.32,4.79,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",50,2024-07-08 17:02:51,1185,4.52,1.06,0.4,0.19,0,1.64,0.34,13.81,58.95,8.61,6.61,2.65,1.18,5.39,4.73,3,3,3,3,3,3,0,3,3,3,3,3,3,3
